SV_TAXONOMY	TAXONOMY_NAME	RG_REFERENCE	RG_NAME	SV_REFERENCE	SV_NAME	SV_DESCRIPTION	SL_REFERENCE	LC_REFERENCE	PHONE_NUMBER	WEBSITE	EMAIL_ADDRESS	WHEELCHAIR_ACCESSIBLE	LANGUAGE	HOURS	STREET_NUMBER	STREET_NAME	STREET_TYPE	STREET_DIRECTION	CITY	PROVINCE	POSTAL_CODE	LATITUDE	LONGITUDE	811_LINK
LN-9300	Walk In Clinics	RG052745	Victoria Youth Clinic	SV054729	Walk-In Clinic	Provides a confidential free health care service for youth 12 to 24 years. The Yates Street clinic offers evening hours Monday and Wednesday. Michigan Street clinic offers evening hours Tuesday and Thursday.	SL060689	LC053491	2503887841	http://www.victoriayouthclinic.ca/	office@victoriayouthclinic.ca	N	English	Tue, Thu, 3 p.m. - 8 p.m.; Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.	547	Michigan	Street		Victoria	BC	V8V 1S5	 48.417044	-123.370756	http://find.healthlinkbc.ca/search.aspx?d=SL060689
LN-9300	Walk In Clinics	RG052745	Victoria Youth Clinic	SV054729	Walk-In Clinic	Provides a confidential free health care service for youth 12 to 24 years. The Yates Street clinic offers evening hours Monday and Wednesday. Michigan Street clinic offers evening hours Tuesday and Thursday.	SL060695	LC005300	2503833552			N	English	Mon and Wed, 3 p.m. - 7 p.m.; Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.	533	Yates	Street		Victoria	BC	V8W 1K7	 48.426827	-123.369298	http://find.healthlinkbc.ca/search.aspx?d=SL060695
LN-9300	Walk In Clinics	RG052841	ABC Medical Clinic	SV054623	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Saturday hours also available. Includes a family practice.	SL060367	LC053409	2507821220			Y	English	Walk-in: Mon - Fri, 9 a.m. - 11 a.m., 1 p.m. - 4 p.m.; Sat, 9 a.m. - noon; Hours subject to physician availability and patient volume. Regular family practice: Mon - Thu, 9 a.m. - noon, 1 p.m. - 5 p.m.; Fri, 9 a.m. - noon, 1 p.m. - 4 p.m.	9842	101	Avenue		Fort St. John	BC	V1J 2B2	 56.247559	-120.845189	http://find.healthlinkbc.ca/search.aspx?d=SL060367
LN-9300	Walk In Clinics	RG052843	Atlin Health Centre	SV054627	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis.	SL060375	LC000133	2506517677			Y	English	Mon - Fri, 8:30 a.m. - Noon, 1 p.m. - 4:30 p.m.; Emergency contact available by phone after hours. Note hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.		3rd	Street		Atlin	BC	V0W 1A0	 59.571723	-133.68988	http://find.healthlinkbc.ca/search.aspx?d=SL060375
LN-9300	Walk In Clinics	RG052845	Nechako Medical Clinic	SV054633	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday - Sunday. Saturday, Sunday and statutory holiday hours also available.	SL060387	LC053413	2505633399			N	English	Mon - Thu,  4 p.m. - 9 p.m.; Fri, 1 p.m. - 9 p.m.; Sat, 9 a.m. - 7 p.m.; Sun, 10 a.m. - 7 p.m.;  Stat Holidays, 10 a.m. - 7 p.m. hours are subject to physician availability and patient volume.	761	Central	Street	W	Prince George	BC	V2M 3C6	 53.919256	-122.782207	http://find.healthlinkbc.ca/search.aspx?d=SL060387
LN-9300	Walk In Clinics	RG052849	Masset Medical Clinic	SV054635	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis.	SL060391	LC000118	2506264727		hello@northernhealth.ca	Y	English	Mon, Tue, Thu, Fri, 9:30 a.m. - 11 a.m.,1:30 p.m. - 3:30 p.m.; Wed, 1:30 p.m. - 3:30 p.m. Hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.	2520	Harrison	Avenue		Masset	BC	V0T 1M0	 54.012317	-132.151708	http://find.healthlinkbc.ca/search.aspx?d=SL060391
LN-9300	Walk In Clinics	RG052851	Sandspit Medical Clinic	SV054637	Nursing Station	Provides medical services from a registered nurse on a walk-in basis with weekly 4 hour visits from a physician.	SL060409	LC053415	2506375403			N	English	Mon, Tues, Thu, Fri, 9 a.m. - 5 p.m. Please note that hours are subject to physician availability and patient volume. Station may stop accepting patients prior to the listed closing time.	406	School	Road		Sandspit	BC	V0T 1T0	 53.243312	-131.817065	http://find.healthlinkbc.ca/search.aspx?d=SL060409
LN-9300	Walk In Clinics	RG052891	Moricetown Band Office	SV055825	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Services include Influenza, HIV and Hepatitis testing, general health examinations, and referrals. Vaccinations  are also available by appointment.	SL062503	LC053699	2508479328	http://www.moricetown.ca	juanita.nikal@moricetown.ca	Y	English	Mon - Fri, 8:30 a.m. - 4:30 p.m. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.	204	Beaver	Road		Smithers	BC	V0J 2N1	 55.040862	-127.336847	http://find.healthlinkbc.ca/search.aspx?d=SL062503
LN-9300	Walk In Clinics	RG052899	Tahltan Health and Social Services Authority	SV054917	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis.	SL061327	LC055989	2507715577			N	English	Mon - Fri, 8:30 a.m. - 4:30 p.m. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.	24	Sawtooth	Road		Telegraph Creek	BC	V0J 2W0	 57.903448	-131.159248	http://find.healthlinkbc.ca/search.aspx?d=SL061327
LN-9300	Walk In Clinics	RG052899	Tahltan Health and Social Services Authority	SV054917	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis.	SL061325	LC053715	2507715577			N	English	Mon - Fri, 8:30 a.m. - 3:30 p.m. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.					Dease Lake	BC	V0C 1L0	 58.43741	-129.999378	http://find.healthlinkbc.ca/search.aspx?d=SL061325
LN-9300	Walk In Clinics	RG052943	Spall Medical Centre	SV055247	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Includes a family practice. Evening clinic hours offered Monday - Friday. Saturday and statutory holiday hours also available.	SL061703	LC005009	2508609909			N	English	Walk-in Hours: Mon - Fri, 8:30 a.m. - 7 p.m.; Sat, statutory holidays, 9 a.m. - 2 p.m.; Closed on Sundays. Please note that walk-in hours are subject to physician availability and patient volume.	1940	Harvey	Avenue		Kelowna	BC	V1Y 8J8	 49.882804	-119.453794	http://find.healthlinkbc.ca/search.aspx?d=SL061703
LN-9300	Walk In Clinics	RG052949	Kamloops Urgent Care Clinic	SV055177	Walk-in Clinic	Provides non-emergency health care services on a walk-in basis. Saturday, Sunday, and statutory holiday clinic hours also offered.	SL061637	LC005008	2503714905			N	English	Mon - Fri, 9 a.m. - 5 p.m.; Sat, Sun, statutory holidays 9 a.m. - 1 p.m.; Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.	910	Columbia	Street	W	Kamloops	BC	V2C 1L2	 50.669103	-120.356233	http://find.healthlinkbc.ca/search.aspx?d=SL061637
LN-9300	Walk In Clinics	RG052951	Apple Plaza Walk-In Clinic	SV055149	Walk-in Clinic	Provides non-emergency health care services on a walk-in basis. Saturday, Sunday and statutory holiday hours also available.	SL061607	LC004915	2504935228	http://appleplazawalkinclinic.com		Y	English	Mon - Fri, 9 a.m. - 6 p.m.; Sat, Sun, statutory holidays, 10 a.m. - 4 p.m.; Please note that hours are subject to physician availability and patient volume.	1848	Main	Street		Penticton	BC	V2A 5H3	 49.478033	-119.583924	http://find.healthlinkbc.ca/search.aspx?d=SL061607
LN-9300	Walk In Clinics	RG052961	Alder Medical Centre	SV054987	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Includes a family practice. Evening hours offered Monday - Thursday. Saturday hours also available.	SL061393	LC000269	2502877441			N	English	Mon - Thu, 8:30 a.m. - 7:45 p.m.; Sat, 10 a.m. - 1:45 p.m.; Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.	277	Evergreen	Road		Campbell River	BC	V9W 5Y4	 50.007502	-125.241145	http://find.healthlinkbc.ca/search.aspx?d=SL061393
LN-9300	Walk In Clinics	RG052969	River City Medical Clinic	SV055001	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Evening hours Monday - Friday. Saturday, Sunday and statutory holiday hours also available.	SL061423	LC053797	2502872111			Y	English	Mon - Fri, 8 a.m. - 9 p.m.; Sat, Sun, Statutory Holidays, 9 a.m. - 7 p.m.; Closed Christmas and New Year's day; Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to th	1424	Island	Highway		Campbell River	BC	V9W 8C9	 50.03446	-125.254658	http://find.healthlinkbc.ca/search.aspx?d=SL061423
LN-9300	Walk In Clinics	RG052971	Medi-Kel	SV055217	Walk-in Clinic	Provides non-emergency health care services on a walk-in basis. Includes a family practice. Evening clinic hours offered Monday - Friday. Saturday and Sunday hours also offered. Statutory holiday hours may be available.	SL061677	LC057400	2508624996	http://www.medi-kel.com	info@medi-kel.com	Y	English	Mon - Fri, 8:30 a.m. - 8 p.m.; Sat - Sun, 10 a.m. - 4 p.m.; Call for holiday hours. Due to unforeseen emergencies, the clinic may be cancelled without notice, please call to confirm.	2280	Baron	Road		Kelowna	BC	V1X 7W3	 49.881085	-119.432217	http://find.healthlinkbc.ca/search.aspx?d=SL061677
LN-9300	Walk In Clinics	RG052973	Mission Medical Centre	SV055219	Walk-in Clinic	Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday - Friday. Saturday, Sunday and statutory holiday hours also available.	SL061681	LC004863	2508688222		missionmedicalcentre@shaw.ca	Y	English	Mon - Thu, 9 a.m. - 8 p.m.; Fri, Sat, 9 a.m. - 5 p.m.; Sun, 10 a.m. - 2 p.m.; Statutory holidays 10 a.m. - 5 p.m.; Closed Christmas Day. Clinic hours may vary due to patient volume and physicians' availability.	3320	Richter	Street		Kelowna	BC	V1W 4V5	 49.855356	-119.489935	http://find.healthlinkbc.ca/search.aspx?d=SL061681
LN-9300	Walk In Clinics	RG052977	Mount Ida Medical Centre	SV055221	Walk-in Clinic	Provides non-emergency health care services on a walk-in basis. Includes a family practice. Evening clinic hours offered Monday - Friday. Saturday hours also available.	SL061683	LC004678	2508331990			Y	English; Afrikaans; German	Mon - Fri, 9 a.m. - 7 p.m.; Sat, 10 a.m. - 2 p.m.; Closed Sunday and statutory holidays. Please note that clinic hours may vary due to patient volume and physicians' availability.	200	Trans Canada	Highway	SW	Salmon Arm	BC	V1E 4P6	 50.699561	-119.287604	http://find.healthlinkbc.ca/search.aspx?d=SL061683
LN-9300	Walk In Clinics	RG052981	Orchard Medical Centre	SV055521	Walk-in Clinic	Provides non-emergency health care services on a walk-in basis. Includes a family practice. Evening clinic hours offered Monday - Friday. Saturday, Sunday, and statutory holiday hours also available.	SL062001	LC004746	2508613235			Y	English	Mon - Fri, 8 a.m. - 8 p.m.; Sat, Sun and statutory holidays, 9 a.m. - 3 p.m.; Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.	1990	Cooper	Road		Kelowna	BC	V1Y 8K5	 49.877565	-119.443356	http://find.healthlinkbc.ca/search.aspx?d=SL062001
LN-9300	Walk In Clinics	RG052983	Rutland Walk-in Clinic	SV055227	Walk-in Clinic	Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday - Friday. Saturday, Sunday, and statutory holiday hours also available.	SL061689	LC004764	2508625915			Y	English	Mon - Fri, 9 a.m. - 8 p.m.; Sat, 9 a.m. - 6 p.m; Sun and statutory holidays 10 a.m. - 6 p.m.; Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to closing time.	590	33	Highway	W	Kelowna	BC	V1X 6A8	 49.888568	-119.375518	http://find.healthlinkbc.ca/search.aspx?d=SL061689
LN-9300	Walk In Clinics	RG052989	North Okanagan Medical Clinic	SV055223	Walk-in Clinic	Provides non-emergency health care services on a walk-in basis.  Evening clinic hours offered every day of the week. Statutory holiday hours also available.	SL061685	LC004920	2505458338			N	English	Mon - Sun 9 a.m. - 9 p.m.; Statutory holidays, call for hours. Please note that hours are subject to physician availability and patient volume.	5001	Anderson	Way		Vernon	BC	V1T 9V1	 50.28729	-119.270357	http://find.healthlinkbc.ca/search.aspx?d=SL061685
LN-9300	Walk In Clinics	RG052991	Esquimalt Treatment Centre	SV055041	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis.	SL061469	LC053801	2503824296			Y	English	Mon - Fri, 8 a.m. - 4:30 p.m.; Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.	918	Esquimalt	Road		Esquimalt	BC	V9A 3M6	 48.430075	-123.401585	http://find.healthlinkbc.ca/search.aspx?d=SL061469
LN-9300	Walk In Clinics	RG052995	Oak Bay Medical Clinic	SV055057	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Evening hours offered Monday - Friday. Saturday, Sunday and statutory holiday hours also available. Includes a family practice on a booked appointment basis.	SL061487	LC053805	2505986744			Y	English	Mon - Fri, 8 a.m. - 8 p.m.; Sat, Sun, statutory holidays, 8 a.m. - noon; Family practice by appointment only; Please note that hours are subject to physician availability and patient volume.	1640	Oak Bay	Avenue		Victoria	BC	V8R 1B2	 48.426478	-123.334374	http://find.healthlinkbc.ca/search.aspx?d=SL061487
LN-9300	Walk In Clinics	RG052999	Westside Integrated Health Centre	SV055063	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Includes a family practice. Evening hours offered Monday - Friday. Saturday, Sunday and statutory holiday hours also available.	SL066673	LC053809	2504188878			Y	English	Mon - Fri, 8:30 a.m. - 8 p.m.; Sat, Sun, and holidays, 9 a.m. - 3 p.m.; Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.	180	Wilson	Street		Victoria	BC	V9A 7N6	 48.432654	-123.381659	http://find.healthlinkbc.ca/search.aspx?d=SL066673
LN-9300	Walk In Clinics	RG053005	West Kelowna Walk-In and Family Practice	SV055271	Walk-in Clinic	Provides non-emergency health care services on a walk-in basis. Includes a family practice. Evening clinic hours offered Monday - Friday. Saturday, Sunday and statutory holiday hours also available.	SL061713	LC058766	2507686985			Y	English	Mon - Thu, 9 a.m. - 8 p.m.; Fri, 9 a.m. - 7 pm.; Sat, 9 a.m. - 3 p.m.; Sun, statutory holidays, 10 a.m. - 5 p.m.; Please note that clinic hours may vary due to patient volume and physicians availability.	2231	Louie	Drive		West Kelowna	BC	V4T 3K3	 49.841992	-119.610073	http://find.healthlinkbc.ca/search.aspx?d=SL061713
LN-9300	Walk In Clinics	RG053009	Yates and Quadra Integrated Health Centre	SV055069	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis.	SL061501	LC053811	2503883080			N	English	Schedule changes weekly; please call for office hours.	911	Yates	Street		Victoria	BC	V8V 4Y9	 48.42563	-123.358744	http://find.healthlinkbc.ca/search.aspx?d=SL061501
LN-9300	Walk In Clinics	RG053013	Vernon Family Doctors Medical Clinic	SV055263	Walk-in Clinic	Provides non-emergency health care services on a walk-in basis. Includes a family practice. Evening clinic hours offered every day of the week. Saturday, Sunday, and statutory holiday hours also available.	SL061711	LC004797	2505458332			N	English	Mon - Sun, 9 a.m. - 9 p.m. including statutory holidays. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.	3101	6	Highway		Vernon	BC	V1T 9H6	 50.257961	-119.265947	http://find.healthlinkbc.ca/search.aspx?d=SL061711
LN-9300	Walk In Clinics	RG053015	Coach House Square Medical Walk-in Clinic	SV055215	Walk-in Clinic	Provides non-emergency health care services on a walk-in basis. Includes a family practice. Saturday hours also available.	SL061675	LC058872	2503951143			Y	English	Mon - Fri, 9:30 a.m. - 5:30 p.m.; Sat, 10 a.m. - 1 p.m.; Sun, statutory holidays closed. Please note that hours are subject to physician availability and patient volume. Clinic may stop accepting patients prior to closing time.	95 B	97	Highway		100 Mile House	BC	V0K 2E0	 51.673407	-121.297302	http://find.healthlinkbc.ca/search.aspx?d=SL061675
LN-9300	Walk In Clinics	RG053017	Caledonian Clinic	SV055083	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. May offer evening clinic hours Monday - Friday. May also offer Saturday, Sunday and statutory holiday hours. Please see specific location for details.	SL072923	LC000468	2503905200			Y		Medical Clinic Hours: Mon - Fri, 8:30 a.m. - 5 p.m.; Walk In Clinic Hours: Mon - Fri, 5 p.m. - 7 p.m.; Medical and Walk in Clinic Hours: Sat and Sun, 9 a.m. - 1 p.m. Closed on Statutory Holidays.	6010	Brickyard	Road		Nanaimo	BC	V9V 1S5	 49.234503	-124.026347	http://find.healthlinkbc.ca/search.aspx?d=SL072923
LN-9300	Walk In Clinics	RG053017	Caledonian Clinic	SV055083	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. May offer evening clinic hours Monday - Friday. May also offer Saturday, Sunday and statutory holiday hours. Please see specific location for details.	SL061529	LC053827	2507533202			Y		Medical Clinic Hours: Mon - Fri, 8:30 a.m. - 5 p.m.; Walk In Clinic Hours: Mon - Fri, 5 p.m. - 7 p.m.; Medical and Walk in Clinic Hours: Sat, Sun and Statutory Holidays, 9 a.m. - 5 p.m.	340	Campbell	Street		Nanaimo	BC	V9R 3G7	 49.168455	-123.942254	http://find.healthlinkbc.ca/search.aspx?d=SL061529
LN-9300	Walk In Clinics	RG053033	Summit Medical Clinic	SV055249	Walk-in Clinic	Provides walk-in clinic services and non-emergency health care; no appointment necessary. Saturday, Sunday and statutory holiday hours also available with the exceptions of Christmas Day and New Year's Day.	SL061705	LC004785	2503749800			Y	English; French; Afrikaans	Mon - Fri, 9 a.m. - 6 p.m., Sat, Sun, statutory holidays, 10 a.m. - 3 p.m.; Closed Christmas Day and New Year's Day. Please note that hours are subject to physician availability and patient volume and may stop accepting prior to closing.	1380	Summit	Drive		Kamloops	BC	V2C 1T8	 50.663712	-120.348874	http://find.healthlinkbc.ca/search.aspx?d=SL061705
LN-9300	Walk In Clinics	RG053049	Sicamous Medical Clinic	SV055523	Walk-in Clinic	Provides non-emergency health care services on a walk-in basis. Includes a family practice. Services available year round.	SL062003	LC004777	2508362817		sicamousmedicalclinic@cablelan.net	Y	English	Mon - Fri, 9 a.m. - 4:30 p.m.; Last appointment offered at 4:15 p.m. Please note that hours are subject to physician availability and patient volume.	217	Finlayson	Street		Sicamous	BC	V0E 2V0	 50.836895	-118.98931	http://find.healthlinkbc.ca/search.aspx?d=SL062003
LN-9300	Walk In Clinics	RG053059	Airport Way Medical Clinic	SV055077	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis.	SL061517	LC053823	2507747838		airportwaymedicalclinic@gmail.com	N	English	Mon - Fri, 2 p.m. - 3 p.m. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.	5216	Airport	Drive		Fort Nelson	BC	V0C 1R0	 58.80795	-122.69551	http://find.healthlinkbc.ca/search.aspx?d=SL061517
LN-9300	Walk In Clinics	RG053071	Salmon Arm Medical Clinic	SV055239	Walk-in Clinic	Provides non-emergency health care services on a walk-in basis. Includes a family practice. Evening clinic hours offered Monday - Friday. Saturday hours also available.	SL061695	LC057565				N	English	Mon - Fri, 9 a.m. - 8 p.m.; Sat, 9 a.m. - 2 p.m.; Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.	581	Hudson	Avenue	NE	Salmon Arm	BC	V1E 4N8	 50.703316	-119.278208	http://find.healthlinkbc.ca/search.aspx?d=SL061695
LN-9300	Walk In Clinics	RG053077	Tillicum Mall Medical Clinic	SV055091	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Evening hours offered Sunday - Saturday. Saturday, Sunday and statutory holiday hours also available.	SL061531	LC053829	2503818112			Y	English	Sun - Sat,  9 a.m. - 9 p.m.; Closed Christmas and New Years. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.	3170	Tillicum	Road		Victoria	BC	V9A 7C5	 48.453374	-123.39404	http://find.healthlinkbc.ca/search.aspx?d=SL061531
LN-9300	Walk In Clinics	RG053097	St Anthony's Medical Centre	SV055115	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Evening hours offered Mon - Fri. Saturday, Sunday and statutory holiday hours also available.	SL061557	LC000440	2504786242			N	English	Mon - Fri, 9 a.m. - 7:45; Sat, 9 a.m. - 6:45 p.m.; Sun, statutory holidays,10 a.m. - 5:45 p.m.; Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to closing time.	582	Goldstream	Avenue		Victoria	BC	V9B 2W7	 48.446762	-123.487199	http://find.healthlinkbc.ca/search.aspx?d=SL061557
LN-9300	Walk In Clinics	RG053121	Gartree Medical Clinic	SV055169	Walk-in Clinic	Provides non-emergency health care services on a walk-in basis. Saturday and Sunday hours also available.	SL061613	LC005010	2505459112			Y	English	Mon - Fri, 9 a.m. - 6 p.m.; Sat, Sun, 9 a.m. - 1:30 p.m.; Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.	4400	32nd	Street		Vernon	BC	V1T 9H2	 50.277483	-119.275414	http://find.healthlinkbc.ca/search.aspx?d=SL061613
LN-9300	Walk In Clinics	RG053123	Glenvalley Medical Centre	SV055175	Walk-in Clinic	Provides non-emergency health care services on a walk-in basis. Includes a family practice. Evening clinic hours offered Monday - Thursday. Saturday, Sunday and statutory holiday hours also available.	SL061627	LC004705	2508605811		glenvalleymedicalcentre@gmail.com	N	English	Mon - Thu, 8:30 a.m. - 7 p.m.; Fri, 8:30 a.m. - 5 p.m.; Sat, 9 a.m. - 5 p.m.; Sun, statutory holidays, 10 a.m. - 5 p.m.; Please note that hours are subject to physician availability and patient volume.	437	Glenmore	Road		Kelowna	BC	V1V 1Y5	 49.913808	-119.447316	http://find.healthlinkbc.ca/search.aspx?d=SL061627
LN-9300	Walk In Clinics	RG053125	Lakeland Medical Clinic	SV055191	Walk-in Clinic	Provides non-emergency health care services on a walk-in basis. Includes a family practice. Evening clinic hours offered Monday - Thursday. Saturday and statutory holiday hours also available.	SL061651	LC058415	7784780277			Y	English	Mon - Thu, 8:30 a.m. - 7 p.m., Fri,  8:30 a.m. - 2 p.m., Sat, 10 a.m. - 3 p.m.; statutory holiday, 10 a.m. - 2 p.m.; Please note that hours are subject to physician availability and patient volume.	1715	Ellis	Street		Kelowna	BC	V1Y 8M9	 49.88278	-119.493478	http://find.healthlinkbc.ca/search.aspx?d=SL061651
LN-9300	Walk In Clinics	RG053127	Lakeshore Medical Centre	SV055195	Walk-in Clinic	Provides non-emergency health care services on a walk-in basis. Saturday and Sunday clinic hours offered.	SL061655	LC004727	2507648878			N	English	Mon - Fri, 9 a.m. - 6 p.m.; Sat - Sun, 10 a.m. - 5 p.m.; Please note that hours are subject to physician availability and volume.	3970	Lakeshore	Road		Kelowna	BC	V1W 1V5	 49.840904	-119.48849	http://find.healthlinkbc.ca/search.aspx?d=SL061655
LN-9300	Walk In Clinics	RG053129	Kootenay Lake Medical Clinic	SV055185	Walk-in Clinic	Provides non-emergency health care services on a walk-in basis. Saturday, Sunday and statutory holiday hours also available.	SL061647	LC004724	2503524666	www.nelsonwalkin.com	jrdale@netidea.com	N	English	Mon - Fri, 9 a.m. - 6 p.m.; Sat, 9:30 a.m. - 5 p.m.; Sun, 11 a.m. - 3 p.m.; Statutory holidays, 11 a.m. - 5 p.m.; Please note that hours are subject to physician availablility, recommend calling ahead to confirm.	1140	Lakeside	Drive		Nelson	BC	V1L 5Z3	 49.498677	-117.291323	http://find.healthlinkbc.ca/search.aspx?d=SL061647
LN-9300	Walk In Clinics	RG053133	Wheelhouse Integrative Medical Clinic	SV055147	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Includes a family practice. Please visit website for hours. Evening hours may be offered Monday - Wednesday. Saturday and Sunday hours may also be available.	SL061603	LC053757	2503917554	http://wheelhouseintegrativemedicalclinic.com/		Y	English; Mandarin, Cantonese, and French may be offered depending on which physicians are available.	For detailed schedule information, please visit the website.; Please be aware that a doctor may have to change their scheduled times without much notice.	2349	Millstream	Road		Victoria	BC	V9B 3R5	 48.464105	-123.499627	http://find.healthlinkbc.ca/search.aspx?d=SL061603
LN-9300	Walk In Clinics	RG053147	Fairfield Medical Treatment Centre	SV055201	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis.	SL061763	LC053863	2505923496			N	English	Mon - Fri, 9 a.m. - noon; 2 p.m. - 5 p.m. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to closing time.	1594	Fairfield	Road		Victoria	BC	V8S 1G1	 48.412211	-123.337286	http://find.healthlinkbc.ca/search.aspx?d=SL061763
LN-9300	Walk In Clinics	RG053159	Avecina Medical Clinic	SV055379	Walk-in Clinic	Provides non-emergency health care services on a walk-in basis.	SL061951	LC060130	6045391744			Y	English	Mon - Fri, 9 a.m. - 5 p.m.; Closed stats. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.	5581	204th	Street		Langley	BC	V3A 1Z4	 49.104198	-122.656498	http://find.healthlinkbc.ca/search.aspx?d=SL061951
LN-9300	Walk In Clinics	RG053161	Bakerview Medical Clinic Ltd.	SV055381	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday - Friday. Weekend and statutory holiday hours also available.	SL061953	LC054025	6048539853			N	English	Mon - Fri, 5:30 p.m. - 9 p.m.; Sat, Sun and Holidays, 9 a.m. - 9 p.m.; Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.	33324	South Fraser	Way		Abbotsford	BC	V2S 2B4	 49.049861	-122.301058	http://find.healthlinkbc.ca/search.aspx?d=SL061953
LN-9300	Walk In Clinics	RG053163	Kensington Walk-In Clinic and Paediatric Medical Clinic	SV055305	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered every day of the week. Statutory holiday hours also available. Includes a family practice.	SL061757	LC053911	6042999769	http://www.kensingtonmedicalclinic.com		N	English	Walk-in clinic: Mon - Sun, 8 a.m. - 9 p.m.; statutory holidays, 9 a.m. - 8 p.m.; Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.	6548	Hastings	Street		Burnaby	BC	V5B 1S2	 49.280337	-122.968475	http://find.healthlinkbc.ca/search.aspx?d=SL061757
LN-9300	Walk In Clinics	RG053167	Boundary Park Medical Centre	SV055385	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Saturday and Sunday hours also available.	SL061957	LC054033	6045916300			N	English	Mon - Fri, 9 a.m. - 5 p.m.; Sat - Sun, 9 a.m. - 2 p.m.; Closed on Statutory Holidays. Closing time depends on patient flow and physician availability, please call to confirm.	6350	120	Street		Surrey	BC	V3X 3K1	 49.118235	-122.890172	http://find.healthlinkbc.ca/search.aspx?d=SL061957
LN-9300	Walk In Clinics	RG053171	Brentwood Medical Clinic Inc	SV055391	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday through Saturday. Weekend hours also available.	SL061963	LC054039	6042948540	http://www.brentwoodwalk-inclinic.com/index.html	brntwd99@gmail.com	Y		Mon - Fri, 8 a.m. - 8 p.m.; Sat, 9 a.m. - 8 p.m.; Sun, 9 a.m. - 3 p.m.; Patients are advised to arrive 2 hours before closing; hours may vary, call the clinic to confirm.	4567	Lougheed	Highway		Burnaby	BC	V5C 3Z6	 49.266485	-123.00166	http://find.healthlinkbc.ca/search.aspx?d=SL061963
